GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,NAME_M,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021
"G5400870","2014-2018","WV",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54087",,,"Roane County, West Virginia",14205,14055,13764,12,18,14,0,16,231,0,231,150,114,0,9,0,0,27,0,0,0,"Roane County, West Virginia",0,0,24,12,15,12,18,24,24,18,24,0,44,18,15,18,18,34,18,18,18
"G5400890","2014-2018","WV",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54089",,,"Summers County, West Virginia",13018,12795,11953,553,27,0,0,0,262,0,262,223,178,11,0,0,0,10,24,12,12,"Summers County, West Virginia",0,0,18,120,43,18,18,18,114,18,114,0,47,19,18,18,18,20,34,23,23
"G5400910","2014-2018","WV",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54091",,,"Taylor County, West Virginia",16951,16782,16239,163,0,151,0,58,171,0,171,169,132,1,0,0,0,25,11,0,11,"Taylor County, West Virginia",0,0,80,99,18,136,18,80,89,18,89,0,43,3,18,18,18,37,22,18,22
"G5400930","2014-2018","WV",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54093",,,"Tucker County, West Virginia",7027,6999,6843,16,0,30,0,25,85,0,85,28,11,17,0,0,0,0,0,0,0,"Tucker County, West Virginia",0,33,10,15,16,38,16,28,30,16,30,33,16,29,16,16,16,16,16,16,16
"G5400950","2014-2018","WV",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54095",,,"Tyler County, West Virginia",8909,8885,8716,30,15,48,0,0,76,0,76,24,11,0,0,0,0,13,0,0,0,"Tyler County, West Virginia",0,26,16,35,16,51,16,16,31,16,31,26,16,16,16,16,16,16,16,16,16
"G5400970","2014-2018","WV",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54097",,,"Upshur County, West Virginia",24605,24283,23636,396,30,54,0,0,167,9,158,322,219,57,7,0,0,30,9,0,9,"Upshur County, West Virginia",0,0,14,113,36,49,21,21,87,14,87,0,76,59,14,21,21,37,15,21,15
"G5400990","2014-2018","WV",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54099",,,"Wayne County, West Virginia",40708,40443,39648,222,60,112,0,2,399,4,395,265,155,0,0,0,0,110,0,0,0,"Wayne County, West Virginia",0,0,8,189,71,60,24,5,188,6,188,0,67,24,24,24,24,67,24,24,24
"G5401010","2014-2018","WV",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54101",,,"Webster County, West Virginia",8518,8512,8492,3,0,0,4,0,13,0,13,6,0,0,0,0,0,6,0,0,0,"Webster County, West Virginia",0,10,18,5,16,16,7,16,15,16,15,10,16,16,16,16,16,10,16,16,16
"G5401030","2014-2018","WV",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54103",,,"Wetzel County, West Virginia",15614,15560,15152,158,0,65,0,47,138,0,138,54,54,0,0,0,0,0,0,0,0,"Wetzel County, West Virginia",0,45,56,159,18,100,18,56,89,18,89,45,45,18,18,18,18,18,18,18,18
"G5401050","2014-2018","WV",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54105",,,"Wirt County, West Virginia",5797,5733,5630,83,0,0,0,7,13,0,13,64,64,0,0,0,0,0,0,0,0,"Wirt County, West Virginia",0,55,14,63,16,16,16,14,29,16,29,55,55,16,16,16,16,16,16,16,16
"G5401070","2014-2018","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54107",,,"Wood County, West Virginia",85556,84608,81457,1139,142,412,31,8,1419,209,1210,948,809,4,0,9,1,107,18,9,9,"Wood County, West Virginia",0,0,59,146,57,136,38,10,201,160,169,0,85,8,27,14,5,74,18,11,15
"G5401090","2014-2018","WV",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54109",,,"Wyoming County, West Virginia",21711,21667,21116,210,3,37,0,0,301,0,301,44,20,0,0,0,0,24,0,0,0,"Wyoming County, West Virginia",0,52,21,94,5,57,21,21,91,21,91,52,17,21,21,21,21,41,21,21,21
"G5500010","2014-2018","WI",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55001",,,"Adams County, Wisconsin",20073,19292,18200,568,130,115,0,13,266,17,249,781,442,0,26,11,0,178,124,30,94,"Adams County, Wisconsin",0,0,18,44,40,30,16,13,81,24,75,0,71,16,23,21,16,66,52,25,52
"G5500030","2014-2018","WI",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55003",,,"Ashland County, Wisconsin",15712,15274,12958,110,1741,68,11,0,386,0,386,438,235,0,144,0,0,59,0,0,0,"Ashland County, Wisconsin",0,0,14,26,100,36,15,14,106,14,106,0,65,14,64,14,14,51,14,14,14
"G5500050","2014-2018","WI",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55005",,,"Barron County, Wisconsin",45252,44141,42355,627,338,323,0,7,491,2,489,1111,731,0,0,0,0,366,14,10,4,"Barron County, Wisconsin",0,0,6,124,60,44,18,11,148,3,148,0,189,18,18,18,18,197,18,14,6
"G5500070","2014-2018","WI",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55007",,,"Bayfield County, Wisconsin",14992,14713,12712,118,1461,76,0,9,337,4,333,279,196,7,28,0,0,24,24,12,12,"Bayfield County, Wisconsin",0,0,10,8,67,8,14,10,68,4,68,0,33,7,18,14,14,18,19,13,13
"G5500090","2014-2018","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55009",,,"Brown County, Wisconsin",259786,237951,211094,5859,5895,8292,26,301,6484,160,6324,21835,9826,175,485,32,20,9426,1871,1122,749,"Brown County, Wisconsin",0,0,272,501,356,392,28,227,724,171,732,0,1157,115,192,29,18,1071,544,427,283
"G5500110","2014-2018","WI",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55011",,,"Buffalo County, Wisconsin",13167,12894,12626,74,28,12,0,2,152,2,150,273,148,0,0,3,0,115,7,1,6,"Buffalo County, Wisconsin",0,0,4,17,23,12,14,3,30,2,30,0,41,14,14,4,14,43,5,1,5
"G5500130","2014-2018","WI",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55013",,,"Burnett County, Wisconsin",15258,14988,13808,81,610,59,0,4,426,4,422,270,154,0,11,0,0,19,86,15,71,"Burnett County, Wisconsin",0,0,7,30,51,12,14,4,61,4,61,0,25,14,9,14,14,14,30,12,30
"G5500150","2014-2018","WI",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55015",,,"Calumet County, Wisconsin",49807,47738,45371,415,281,1146,2,71,452,0,452,2069,1769,5,3,53,0,212,27,21,6,"Calumet County, Wisconsin",0,0,89,78,62,134,3,89,168,18,168,0,153,8,4,76,18,125,29,28,6
"G5500170","2014-2018","WI",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55017",,,"Chippewa County, Wisconsin",63635,62541,59628,777,102,837,0,2,1195,0,1195,1094,805,17,0,0,0,97,175,8,167,"Chippewa County, Wisconsin",0,0,3,144,39,108,20,3,164,20,164,0,139,19,20,20,20,66,113,10,112
"G5500190","2014-2018","WI",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55019",,,"Clark County, Wisconsin",34491,32961,32194,95,77,147,0,0,448,0,448,1530,1029,74,8,1,1,378,39,18,21,"Clark County, Wisconsin",0,0,18,35,30,39,18,18,55,18,55,0,146,74,10,3,1,145,22,20,12
"G5500210","2014-2018","WI",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55021",,,"Columbia County, Wisconsin",56954,55117,52888,701,194,430,16,7,881,0,881,1837,1188,4,31,6,0,452,156,53,103,"Columbia County, Wisconsin",0,0,8,108,70,57,18,8,137,20,137,0,147,7,26,8,20,153,110,42,74
"G5500230","2014-2018","WI",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55023",,,"Crawford County, Wisconsin",16288,16058,15409,305,57,69,0,0,218,0,218,230,133,16,0,11,0,20,50,24,26,"Crawford County, Wisconsin",0,0,14,63,23,41,14,14,70,14,70,0,26,8,14,11,14,18,21,23,19
"G5500250","2014-2018","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55025",,,"Dane County, Wisconsin",529843,496558,422848,26683,1345,30974,167,551,13990,474,13516,33285,20499,651,210,195,11,8878,2841,1586,1255,"Dane County, Wisconsin",0,0,230,855,185,658,59,242,984,216,981,0,1298,272,132,122,17,1313,719,452,533
"G5500270","2014-2018","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55027",,,"Dodge County, Wisconsin",87776,83670,79065,2376,237,531,19,38,1404,16,1388,4106,2934,36,29,33,6,799,269,210,59,"Dodge County, Wisconsin",0,0,40,305,86,84,29,32,343,24,336,0,284,35,27,28,10,256,108,106,44
"G5500290","2014-2018","WI",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55029",,,"Door County, Wisconsin",27439,26620,25812,143,199,137,0,34,295,0,295,819,643,41,0,1,0,93,41,34,7,"Door County, Wisconsin",0,0,45,128,92,34,16,45,160,16,160,0,110,57,16,3,16,93,39,39,7
"G5500310","2014-2018","WI",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55031",,,"Douglas County, Wisconsin",43402,42731,39819,556,657,465,3,12,1219,15,1204,671,495,4,21,0,0,115,36,23,13,"Douglas County, Wisconsin",0,0,23,121,132,61,4,17,163,18,164,0,87,8,27,18,18,86,34,26,20
"G5500330","2014-2018","WI",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55033",,,"Dunn County, Wisconsin",44498,43681,41357,246,65,1149,0,26,838,60,778,817,459,45,42,55,0,102,114,53,61,"Dunn County, Wisconsin",0,0,24,43,38,134,18,24,145,86,126,0,94,39,43,56,18,50,52,42,34
"G5500350","2014-2018","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55035",,,"Eau Claire County, Wisconsin",102991,100543,92950,880,397,3882,364,33,2037,58,1979,2448,1975,58,95,12,5,94,209,144,65,"Eau Claire County, Wisconsin",0,0,51,150,164,399,355,34,329,56,326,0,210,51,131,18,7,57,145,132,60
"G5500370","2014-2018","WI",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55037",,,"Florence County, Wisconsin",4337,4276,4223,13,9,0,0,0,31,0,31,61,52,0,9,0,0,0,0,0,0,"Florence County, Wisconsin",0,47,46,17,8,9,9,9,17,9,17,48,46,9,13,9,9,9,9,9,9
"G5500390","2014-2018","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55039",,,"Fond du Lac County, Wisconsin",102315,97190,92042,1409,472,1367,8,184,1708,84,1624,5125,3282,7,41,0,3,1547,245,119,126,"Fond du Lac County, Wisconsin",0,0,42,242,76,217,6,197,313,94,321,0,447,8,42,20,4,479,134,61,105
"G5500410","2014-2018","WI",,,"Wisconsin","55","Forest County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55041",,,"Forest County, Wisconsin",9018,8810,7160,68,1311,44,7,3,217,0,217,208,107,0,40,0,0,20,41,12,29,"Forest County, Wisconsin",0,0,5,97,112,12,8,5,58,12,58,0,36,12,31,12,12,17,33,13,35
"G5500430","2014-2018","WI",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55043",,,"Grant County, Wisconsin",51828,50997,49313,703,65,494,12,12,398,2,396,831,680,23,0,0,0,113,15,4,11,"Grant County, Wisconsin",0,0,8,81,24,45,22,8,102,4,102,0,56,21,20,20,20,54,15,7,12
"G5500450","2014-2018","WI",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55045",,,"Green County, Wisconsin",36864,35754,34811,162,74,235,16,13,443,0,443,1110,655,4,20,0,0,386,45,12,33,"Green County, Wisconsin",0,0,9,85,24,41,23,9,88,18,88,0,169,7,24,18,18,179,38,18,33
"G5500470","2014-2018","WI",,,"Wisconsin","55","Green Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55047",,,"Green Lake County, Wisconsin",18757,17859,17360,177,55,54,0,11,202,1,201,898,708,3,5,0,0,147,35,19,16,"Green Lake County, Wisconsin",0,0,16,57,22,49,14,16,55,2,55,0,141,5,7,14,14,134,29,25,15
"G5500490","2014-2018","WI",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55049",,,"Iowa County, Wisconsin",23620,23209,22534,191,51,166,19,40,208,14,194,411,283,3,3,0,0,114,8,4,4,"Iowa County, Wisconsin",0,0,56,32,43,15,22,52,55,23,55,0,72,4,4,16,16,74,7,5,5
"G5500510","2014-2018","WI",,,"Wisconsin","55","Iron County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55051",,,"Iron County, Wisconsin",5715,5642,5465,47,54,18,0,0,58,3,55,73,54,0,2,0,0,14,3,0,3,"Iron County, Wisconsin",0,0,5,32,30,11,12,12,22,5,21,0,14,12,4,12,12,15,5,12,5
"G5500530","2014-2018","WI",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55053",,,"Jackson County, Wisconsin",20506,19835,17692,435,1123,96,0,16,473,0,473,671,258,1,31,7,0,286,88,49,39,"Jackson County, Wisconsin",0,0,20,41,87,26,16,20,91,16,91,0,61,4,19,9,16,69,34,25,22
"G5500550","2014-2018","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55055",,,"Jefferson County, Wisconsin",84652,78728,75987,669,93,567,0,7,1405,55,1350,5924,3533,58,12,0,37,1794,490,326,164,"Jefferson County, Wisconsin",0,0,52,106,49,101,20,12,156,52,155,0,361,56,16,20,29,326,221,192,129
"G5500570","2014-2018","WI",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55057",,,"Juneau County, Wisconsin",26419,25631,24238,607,393,141,5,12,235,7,228,788,591,13,17,0,0,129,38,3,35,"Juneau County, Wisconsin",0,0,16,35,38,22,10,11,62,11,63,0,59,17,12,16,16,53,27,4,27
"G5500590","2014-2018","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55059",,,"Kenosha County, Wisconsin",168330,146585,128019,11908,514,2416,34,222,3472,130,3342,21745,16068,728,149,55,7,3060,1678,832,846,"Kenosha County, Wisconsin",0,0,192,350,120,285,30,184,441,99,429,0,777,284,117,66,12,696,497,342,322
"G5500610","2014-2018","WI",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55061",,,"Kewaunee County, Wisconsin",20360,19788,19289,81,61,62,0,6,289,0,289,572,434,0,0,0,0,122,16,2,14,"Kewaunee County, Wisconsin",0,0,7,49,46,23,16,7,70,16,70,0,61,16,16,16,16,58,18,4,17
"G5500630","2014-2018","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55063",,,"La Crosse County, Wisconsin",117850,115668,106101,1682,393,5157,36,90,2209,0,2209,2182,1287,29,4,30,0,642,190,132,58,"La Crosse County, Wisconsin",0,0,71,189,116,304,49,71,347,20,347,0,184,25,6,31,20,197,109,107,44
"G5500650","2014-2018","WI",,,"Wisconsin","55","Lafayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55065",,,"Lafayette County, Wisconsin",16735,16110,15787,107,70,65,0,3,78,6,72,625,461,0,2,0,0,150,12,2,10,"Lafayette County, Wisconsin",0,0,8,12,21,21,14,3,30,6,31,0,74,14,3,14,14,73,9,3,8
"G5500670","2014-2018","WI",,,"Wisconsin","55","Langlade County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55067",,,"Langlade County, Wisconsin",19164,18796,18023,153,119,43,3,35,420,0,420,368,285,0,1,0,0,78,4,3,1,"Langlade County, Wisconsin",0,0,52,80,75,26,4,52,118,14,118,0,30,14,2,14,14,31,5,4,3
"G5500690","2014-2018","WI",,,"Wisconsin","55","Lincoln County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55069",,,"Lincoln County, Wisconsin",27848,27427,26617,169,92,91,0,3,455,2,453,421,361,0,19,0,0,4,37,1,36,"Lincoln County, Wisconsin",0,0,4,63,47,32,16,4,78,3,78,0,35,16,22,16,16,5,31,3,31
"G5500710","2014-2018","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55071",,,"Manitowoc County, Wisconsin",79407,76363,72170,704,382,2182,0,21,904,2,902,3044,2726,15,19,4,4,149,127,60,67,"Manitowoc County, Wisconsin",0,0,32,109,102,151,20,32,228,3,227,0,109,15,21,5,5,75,77,45,57
"G5500730","2014-2018","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55073",,,"Marathon County, Wisconsin",135264,131628,120282,856,298,7808,38,72,2274,19,2255,3636,2574,27,58,56,16,612,293,123,170,"Marathon County, Wisconsin",0,0,51,181,68,245,38,52,264,23,261,0,337,28,65,43,27,273,157,65,116
"G5500750","2014-2018","WI",,,"Wisconsin","55","Marinette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55075",,,"Marinette County, Wisconsin",40537,39868,38673,284,185,183,11,7,525,4,521,669,495,0,14,2,0,83,75,60,15,"Marinette County, Wisconsin",0,0,13,38,61,89,12,10,114,6,114,0,82,18,11,4,18,66,56,58,26
"G5500770","2014-2018","WI",,,"Wisconsin","55","Marquette County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55077",,,"Marquette County, Wisconsin",15207,14712,14211,94,63,55,0,33,256,9,247,495,395,0,4,0,0,96,0,0,0,"Marquette County, Wisconsin",0,0,43,14,25,19,14,43,30,12,31,0,48,14,6,14,14,47,14,14,14
"G5500780","2014-2018","WI",,,"Wisconsin","55","Menominee County","078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55078",,,"Menominee County, Wisconsin",4579,4321,447,21,3718,21,0,0,114,0,114,258,21,0,196,0,0,0,41,0,41,"Menominee County, Wisconsin",0,47,46,19,69,31,9,9,62,9,62,48,24,9,82,9,9,9,63,9,63
"G5500790","2014-2018","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55079",,,"Milwaukee County, Wisconsin",954209,813634,493723,249011,4647,40443,183,1403,24224,656,23568,140575,76083,3310,905,334,127,50542,9274,4673,4601,"Milwaukee County, Wisconsin",0,0,299,1329,351,645,77,352,1485,196,1507,0,2357,599,240,124,97,2120,815,543,697
"G5500810","2014-2018","WI",,,"Wisconsin","55","Monroe County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55081",,,"Monroe County, Wisconsin",45502,43519,41352,722,446,407,8,27,557,3,554,1983,987,40,34,0,2,778,142,130,12,"Monroe County, Wisconsin",0,0,22,112,70,64,23,22,142,4,143,0,209,32,22,18,2,189,79,79,9
"G5500830","2014-2018","WI",,,"Wisconsin","55","Oconto County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55083",,,"Oconto County, Wisconsin",37556,36906,35731,146,333,143,0,0,553,17,536,650,534,10,3,0,0,94,9,7,2,"Oconto County, Wisconsin",0,0,18,58,82,38,18,18,110,25,110,0,63,12,5,18,18,58,11,10,5
"G5500850","2014-2018","WI",,,"Wisconsin","55","Oneida County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55085",,,"Oneida County, Wisconsin",35345,34828,33586,215,463,157,10,62,335,20,315,517,410,46,0,8,7,41,5,2,3,"Oneida County, Wisconsin",0,0,8,41,107,42,14,57,126,22,128,0,65,48,18,11,11,46,8,4,5
"G5500870","2014-2018","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55087",,,"Outagamie County, Wisconsin",184754,176965,162129,2431,2818,6445,31,177,2934,124,2810,7789,3748,98,151,17,6,3371,398,152,246,"Outagamie County, Wisconsin",0,0,132,213,214,257,31,122,368,61,359,0,562,81,95,29,9,596,147,97,126
"G5500890","2014-2018","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55089",,,"Ozaukee County, Wisconsin",88284,85758,80956,1191,195,1961,67,22,1366,54,1312,2526,1758,9,42,9,0,558,150,83,67,"Ozaukee County, Wisconsin",0,0,37,166,55,158,63,34,214,41,216,0,194,16,65,16,20,181,70,58,55
"G5500910","2014-2018","WI",,,"Wisconsin","55","Pepin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55091",,,"Pepin County, Wisconsin",7262,7141,7017,28,10,24,6,0,56,0,56,121,102,0,0,0,0,15,4,1,3,"Pepin County, Wisconsin",0,0,12,22,12,7,7,12,24,12,24,0,19,12,12,12,12,18,5,2,5
"G5500930","2014-2018","WI",,,"Wisconsin","55","Pierce County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55093",,,"Pierce County, Wisconsin",41603,40777,39270,177,72,500,0,34,724,1,723,826,655,11,1,5,1,131,22,18,4,"Pierce County, Wisconsin",0,0,23,85,36,112,18,23,138,4,138,0,90,12,2,7,2,80,17,16,6
"G5500950","2014-2018","WI",,,"Wisconsin","55","Polk County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55095",,,"Polk County, Wisconsin",43349,42531,41233,172,431,206,14,21,454,15,439,818,524,22,40,4,0,209,19,16,3,"Polk County, Wisconsin",0,0,21,41,50,51,16,21,89,12,88,0,90,27,43,6,18,88,16,16,5
"G5500970","2014-2018","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55097",,,"Portage County, Wisconsin",70599,68375,64422,499,228,1999,11,137,1079,96,983,2224,1334,13,34,0,0,834,9,3,6,"Portage County, Wisconsin",0,0,196,81,75,179,14,197,196,128,170,0,176,17,43,20,20,186,12,5,12
"G5500990","2014-2018","WI",,,"Wisconsin","55","Price County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55099",,,"Price County, Wisconsin",13490,13251,12719,102,122,82,110,9,107,1,106,239,194,0,12,0,0,26,7,1,6,"Price County, Wisconsin",0,0,9,22,22,21,18,9,42,2,42,0,22,14,13,14,14,15,6,3,5
"G5501010","2014-2018","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55101",,,"Racine County, Wisconsin",195398,170256,141413,21257,740,2449,78,121,4198,134,4064,25142,16226,595,387,3,0,6151,1780,919,861,"Racine County, Wisconsin",0,0,82,544,187,171,56,74,653,116,655,0,908,269,182,5,20,930,487,277,394
"G5501030","2014-2018","WI",,,"Wisconsin","55","Richland County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55103",,,"Richland County, Wisconsin",17539,17146,16620,87,53,102,4,63,217,1,216,393,133,10,2,0,1,247,0,0,0,"Richland County, Wisconsin",0,0,78,34,22,20,7,78,48,3,49,0,54,12,3,14,2,56,14,14,14
"G5501050","2014-2018","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55105",,,"Rock County, Wisconsin",161769,147987,134381,6989,368,1955,9,72,4213,11,4202,13782,8176,92,30,0,19,4307,1158,297,861,"Rock County, Wisconsin",0,0,46,450,94,159,12,56,522,9,523,0,761,64,25,20,30,743,331,136,302
"G5501070","2014-2018","WI",,,"Wisconsin","55","Rusk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55107",,,"Rusk County, Wisconsin",14183,13924,13451,138,54,14,22,1,244,2,242,259,186,2,1,18,0,44,8,7,1,"Rusk County, Wisconsin",0,0,3,36,18,11,26,2,38,3,38,0,33,3,2,21,14,28,7,7,2
"G5501090","2014-2018","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55109",,,"St. Croix County, Wisconsin",87917,85894,82704,664,176,941,0,54,1355,4,1351,2023,1558,8,2,5,2,282,166,110,56,"St. Croix County, Wisconsin",0,0,47,158,80,145,20,47,229,5,229,0,207,15,3,9,2,162,92,65,61
"G5501110","2014-2018","WI",,,"Wisconsin","55","Sauk County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55111",,,"Sauk County, Wisconsin",63596,60468,58000,503,655,416,0,28,866,13,853,3128,2031,10,40,0,10,724,313,219,94,"Sauk County, Wisconsin",0,0,33,108,119,66,20,25,190,18,183,0,256,13,40,20,14,220,162,127,84
"G5501130","2014-2018","WI",,,"Wisconsin","55","Sawyer County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55113",,,"Sawyer County, Wisconsin",16370,15943,12559,89,2755,91,5,6,438,0,438,427,66,0,39,8,0,211,103,45,58,"Sawyer County, Wisconsin",0,0,7,25,137,6,7,7,139,14,139,0,18,14,33,9,14,66,58,58,27
"G5501150","2014-2018","WI",,,"Wisconsin","55","Shawano County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55115",,,"Shawano County, Wisconsin",41009,39890,35637,154,2982,120,7,3,987,2,985,1119,912,0,78,0,2,54,73,28,45,"Shawano County, Wisconsin",0,0,3,60,157,46,12,4,166,3,166,0,81,18,71,18,4,37,37,19,32
